,SDG,Sub-SDG,Indicator,Proxy Indicators,DC Total,DC Source,DC Source URL,VA Total,VA Source,VA Source URL,MD Total,MD Source,MD Source URL,DC source domain,VA source domain,MD source domain,Shared source?
59,Goal 2: Zero Hunger,"2.3 By 2030, double the agricultural productivity and incomes of small-scale food producers, in particular women, indigenous peoples, family farmers, pastoralists and fishers, including through secure and equal access to land, other productive resources and inputs, knowledge, financial services, markets and opportunities for value addition and non-farm employment","2.3.2 Average income of small-scale food producers, by sex and indigenous status",,,,,,,,,,,,,,0
60,Goal 2: Zero Hunger,"2.4 By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",2.4.1 Proportion of agricultural area under productive and sustainable agriculture,,,,,,,,,,,,,,0
61,Goal 2: Zero Hunger,"2.5 By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.1 Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,,,,,,,,,,,,,,0
62,Goal 2: Zero Hunger,"2.5 By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.2 Proportion of local breeds classified as being at risk of extinction,,,,,,,,,,,,,,0
63,Goal 2: Zero Hunger,"2.a Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",2.a.1 The agriculture orientation index for government expenditures,,,,,,,,,,,,,,0
64,Goal 2: Zero Hunger,"2.a Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",2.a.2 Total official flows (official development assistance plus other official flows) to the agriculture sector,,,,,,,,,,,,,,0
65,Goal 2: Zero Hunger,"2.b Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round",2.b.1 Agricultural export subsidies,,,,,,,,,,,,,,0
66,Goal 2: Zero Hunger,"2.c Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility",2.c.1 Indicator of food price anomalies,,,,,,,,,,,,,,0
67,Goal 3: Good Health & Well-Being,,,,,,,,,,,,,,,,0
68,Goal 3: Good Health & Well-Being,"3.1 By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1 Maternal mortality ratio
","Total maternal mortality rate in DC per 100,000 live births (2019)",35.6,United Health Foundation Health Rankings,https://www.americashealthrankings.org/explore/health-of-women-and-children/measure/overall_hwc_2020/state/DC,,,,,,,americashealthrankings.org,,,0
69,Goal 3: Good Health & Well-Being,"3.1 By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1 Maternal mortality ratio
","National maternal mortality rate per 100,000 live births (2019)",29.6,United Health Foundation Health Rankings,https://www.americashealthrankings.org/explore/health-of-women-and-children/measure/overall_hwc_2020/state/DC,,,,,,,americashealthrankings.org,,,0
70,Goal 3: Good Health & Well-Being,"3.1 By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1 Maternal mortality ratio
","African American women: Maternal mortality rate in DC per 100,000 live births (2019)",71,United Health Foundation Health Rankings,https://www.americashealthrankings.org/explore/health-of-women-and-children/measure/overall_hwc_2020/state/DC,,,,,,,americashealthrankings.org,,,0
71,Goal 3: Good Health & Well-Being,"3.1 By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1 Maternal mortality ratio
","African American women: National maternal mortality rate per 100,000 live births (2019)",63.8,United Health Foundation Health Rankings,https://www.americashealthrankings.org/explore/health-of-women-and-children/measure/overall_hwc_2020/state/DC,,,,,,,americashealthrankings.org,,,0
72,Goal 3: Good Health & Well-Being,"3.1 By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births",3.1.2 Proportion of births attended by skilled health personnel,,,,,,,,,,,,,,0
73,Goal 3: Good Health & Well-Being,"3.2 By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under‑5 mortality to at least as low as 25 per 1,000 live births",3.2.1 Under‑5 mortality rate,"Infant (first year) mortality rate per 1,000 live births (2012-2016)",7.59,DC Health Dept - Perinatal Health and Infant Mortality Report (2018),"DC%20Health%20Dept%20-%20Perinatal%20Health%20and%20Infant%20Mortality%20Report%20(published%20may%202018,%20Data%20aggregated%202012-2016)",,,,,,,"DC%20Health%20Dept%20-%20Perinatal%20Health%20and%20Infant%20Mortality%20Report%20(published%20may%202018,%20Data%20aggregated%202012-2016)",,,0
74,Goal 3: Good Health & Well-Being,"3.2 By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under‑5 mortality to at least as low as 25 per 1,000 live births",3.2.1 Under‑5 mortality rate,"Infant mortality rate per 1,000 live births, non-Hispanic, Black (2012-2016)",11.49,DC Health Dept - Perinatal Health and Infant Mortality Report (2018),"DC%20Health%20Dept%20-%20Perinatal%20Health%20and%20Infant%20Mortality%20Report%20(published%20may%202018,%20Data%20aggregated%202012-2016)",,,,,,,"DC%20Health%20Dept%20-%20Perinatal%20Health%20and%20Infant%20Mortality%20Report%20(published%20may%202018,%20Data%20aggregated%202012-2016)",,,0
75,Goal 3: Good Health & Well-Being,"3.2 By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under‑5 mortality to at least as low as 25 per 1,000 live births",3.2.1 Under‑5 mortality rate,"Infant mortality rate per 1,000 live births, Hispanic (2012-2016)",5.33,DC Health Dept - Perinatal Health and Infant Mortality Report (2018),"DC%20Health%20Dept%20-%20Perinatal%20Health%20and%20Infant%20Mortality%20Report%20(published%20may%202018,%20Data%20aggregated%202012-2016)",,,,,,,"DC%20Health%20Dept%20-%20Perinatal%20Health%20and%20Infant%20Mortality%20Report%20(published%20may%202018,%20Data%20aggregated%202012-2016)",,,0
76,Goal 3: Good Health & Well-Being,"3.2 By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under‑5 mortality to at least as low as 25 per 1,000 live births",3.2.1 Under‑5 mortality rate,"Infant mortality rate per 1,000 live births, non-Hispanic, White (2012-2016)",2.55,DC Health Dept - Perinatal Health and Infant Mortality Report (2018),"DC%20Health%20Dept%20-%20Perinatal%20Health%20and%20Infant%20Mortality%20Report%20(published%20may%202018,%20Data%20aggregated%202012-2016)",,,,,,,"DC%20Health%20Dept%20-%20Perinatal%20Health%20and%20Infant%20Mortality%20Report%20(published%20may%202018,%20Data%20aggregated%202012-2016)",,,0
77,Goal 3: Good Health & Well-Being,"3.2 By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under‑5 mortality to at least as low as 25 per 1,000 live births",3.2.1 Under‑5 mortality rate,"Number of deaths among children under age 18 per 100,000 population",23.5,America’s Health Rankings – District of Columbia,https://www.americashealthrankings.org/api/v1/render/pdf/%2Fcharts%2Fstate-page-extended%2Freport%2F2018-health-of-women-and-children-report%2Fstate%2FDC/as/AHR-2018-health-of-women-and-children-report-DC-full.pdf?params=mode%3Dfull,,,,,,,americashealthrankings.org,,,0
78,Goal 3: Good Health & Well-Being,"3.2 By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under‑5 mortality to at least as low as 25 per 1,000 live births",3.2.2 Neonatal mortality rate,"Neonatal (first month) mortality rate per 1,000 live births (2012-2016)",5.53,DC Health Dept - Perinatal Health and Infant Mortality Report (2018),"DC%20Health%20Dept%20-%20Perinatal%20Health%20and%20Infant%20Mortality%20Report%20(published%20may%202018,%20Data%20aggregated%202012-2016)",,,,,,,"DC%20Health%20Dept%20-%20Perinatal%20Health%20and%20Infant%20Mortality%20Report%20(published%20may%202018,%20Data%20aggregated%202012-2016)",,,0
79,Goal 3: Good Health & Well-Being,"3.2 By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under‑5 mortality to at least as low as 25 per 1,000 live births",3.2.2 Neonatal mortality rate,"Neonatal mortality rate per 1,000 live births, non-Hispanic, Black (2012-2016)",8.27,DC Health Dept - Perinatal Health and Infant Mortality Report (2018),"DC%20Health%20Dept%20-%20Perinatal%20Health%20and%20Infant%20Mortality%20Report%20(published%20may%202018,%20Data%20aggregated%202012-2016)",,,,,,,"DC%20Health%20Dept%20-%20Perinatal%20Health%20and%20Infant%20Mortality%20Report%20(published%20may%202018,%20Data%20aggregated%202012-2016)",,,0
